time	whole_blood_radioactivity
386	8.28020788
388	7.757568816
390	8.361649311
392	6.865610477
394	8.254999809
396	8.044289493
398	6.731634807
400	7.841973299
402	7.819316465
404	8.112396096
406	7.995125724
408	7.750977675
410	6.872585117
412	7.705110475
414	6.284843829
416	7.595408367
418	7.06292822
420	7.612632888
422	7.940283872
424	8.140918966
426	7.798415271
428	7.423129126
430	8.489118185
432	8.113714565
434	7.64110759
436	7.070983882
438	6.628348322
440	7.699343178
442	7.579008449
444	6.973893442
446	8.339998497
448	7.766678292
450	7.192085767
452	8.076332963
454	7.208395651
456	7.574291936
458	7.55031727
460	7.200336128
462	8.513813874
464	7.314667993
466	7.715425153
468	7.593195764
470	8.224643167
472	7.446330683
474	7.914734062
476	7.890810676
478	7.537531577
480	7.513107564
482	7.818654455
484	8.290108572
486	7.670991623
488	8.441382163
490	7.025342619
492	8.194978898
494	7.273860921
496	8.047224214
498	6.957338048
500	7.365298496
502	8.441808443
504	7.281753704
506	7.356912911
508	7.432233595
510	8.044213115
512	7.616928877
514	7.558347883
516	8.105238293
518	7.508123657
520	7.752677897
522	7.828982673
524	8.108242357
526	7.237703842
528	7.550762532
530	8.237581712
532	6.88890367
534	7.372531387
536	7.312833273
538	7.184861813
540	8.216149566
542	7.303580845
544	7.858764768
546	7.49124238
548	7.259922798
550	7.130963753
552	9.096350864
554	8.006525939
556	7.120821429
558	8.024682772
560	8.378724714
562	8.042880782
564	7.740848585
566	8.026508531
568	7.862352564
570	7.21218768
572	7.706540793
574	7.332840578
576	7.584791244
578	8.081238907
580	7.881077338
582	7.890008451
584	7.863984426
586	8.467996316
588	8.197223518
590	7.96091862
592	8.848085071
594	8.049300317
596	8.973772031
598	8.138042436
600	9.311712801
602	7.238111452
604	7.670654077
606	8.918512865
608	8.255147739
610	7.909660706
612	8.771231716
614	8.069855037
616	7.722957988
618	8.622847902
620	7.098175015
622	8.213676114
624	8.866809298
626	8.017460407
628	7.703926124
630	8.753425179
632	8.655552085
634	9.168973869
636	8.747205441
638	8.360539795
640	7.864729004
642	8.849247424
644	7.339987837
646	7.819069874
648	9.133177619
650	8.199764076
652	8.390748139
654	8.691299962
656	9.502468139
658	7.945306849
660	7.917808834
662	8.182587297
664	7.899179919
666	7.761628787
668	7.843758664
670	7.632397377
672	9.846258051
674	8.606321739
676	7.400547692
678	7.777677929
680	8.340259109
682	8.460593133
684	8.322170299
686	8.553869684
688	8.674825177
690	8.239110873
692	8.211277773
694	8.220583081
696	8.602447384
698	7.903563252
700	7.427144378
702	8.856022647
704	7.668511956
706	8.014379904
708	8.661104916
710	9.346878909
712	8.19202765
714	8.013135564
716	9.717837843
718	8.710291609
720	7.473980998
722	8.692236365
724	8.134339703
726	8.446695549
728	8.266590833
730	8.16202541
732	8.019193451
734	9.322508236
736	8.608989088
738	8.084636813
740	8.857683362
742	8.255916462
744	7.614531824
746	9.462730739
748	8.782796499
750	8.60069064
752	8.533527622
754	9.120687472
756	8.976848625
758	9.488665329
760	8.263245589
762	8.814030654
764	8.901454742
766	8.950304127
768	8.882835322
770	8.465564105
772	9.330818183
774	8.40688981
776	8.182539073
778	8.386930427
780	8.630847106
782	8.757968766
784	7.984758528
786	7.876208621
788	8.944766019
790	8.876318812
792	9.279747349
794	8.266373031
796	9.024806893
798	8.600866562
800	9.638018277
802	8.620371214
804	8.59053686
806	8.520976105
808	8.808484871
810	9.176121015
812	8.788676693
814	9.077440536
816	8.808607253
818	9.098025941
820	8.349022611
822	8.638542077
824	8.848604068
826	7.735881189
828	9.470872186
830	8.517005985
832	8.566893257
834	8.939137978
836	9.029924665
838	8.55567874
840	9.414187051
842	8.656009066
844	8.179707953
846	8.391750465
848	9.294515884
850	9.26439868
852	9.478379595
854	9.52986382
856	9.1735662
858	8.367308625
860	8.254159002
862	8.877379764
864	9.13327422
866	8.733439177
868	9.441450056
870	8.671023169
872	9.339381894
874	8.855503032
876	8.288038685
878	9.164673143
880	8.885643262
882	8.688757551
884	9.693148827
886	10.86585942
888	9.922808067
890	9.850887329
892	8.696475625
894	9.539815878
896	9.467181065
898	9.394369978
900	8.903222856
902	8.578416489
904	8.210964649
906	9.730745517
908	8.439599442
910	8.827627238
912	9.595453108
914	8.384032009
916	7.845028278
918	9.712603886
920	8.539436293
922	9.946341582
924	10.21196034
926	10.81770366
928	10.36258263
930	9.991504452
932	8.129313595
934	9.801007233
936	9.726756332
938	8.883268112
940	10.9465887
942	8.603670688
944	8.827764306
946	9.610311758
948	8.718885214
950	9.029871447
952	9.599954544
954	8.921010109
956	9.794382391
958	9.3301415
960	9.383975683
962	8.44182673
964	9.6220538
966	9.19887526
968	8.644376277
970	9.959359236
972	9.839972587
974	9.371458579
976	9.338424262
978	8.73716946
980	8.484566982
982	9.589224535
984	8.503807896
986	9.654873628
988	8.786788126
990	9.764774283
992	10.26043168
994	8.81669448
996	9.709703965
998	9.278690005
1000	9.244953993
1002	9.831357377
1004	9.443325431
1006	9.764845686
1008	9.420288216
1010	9.297456383
1012	9.263440064
1014	7.935922049
1016	8.882572495
1018	9.339672891
1020	8.902715987
1022	9.405658674
1024	9.281748558
1026	9.606619242
1028	9.6175058
1030	8.863260232
1032	9.459073711
1034	9.244238611
1036	9.570849728
1038	8.541818555
1040	8.325193409
1042	9.059638936
1044	9.387470603
1046	10.12482425
1048	9.40875908
1050	9.965690069
1052	9.61238911
1054	10.35330792
1056	10.13664456
1058	9.782292467
1060	9.884940585
1062	10.12531104
1064	9.264980221
1066	9.137675635
1068	9.377965181
1070	9.710872554
1072	9.814063078
1074	9.040738424
1076	8.912400119
1078	10.86500519
1080	10.04383613
1082	10.75056956
1084	11.2268663
1086	9.241756644
1088	9.531294353
1090	8.703971034
1092	9.785994833
1094	9.190383436
1096	9.013915169
1098	9.58542288
1100	10.43922428
1102	8.997715185
1104	9.711917003
1106	9.159077368
1108	9.075378378
1110	8.567657585
1112	10.18035492
1114	8.162318551
1116	10.58149907
1118	9.647295757
1120	10.70022575
1122	10.38042233
1124	10.34471427
1126	10.02376482
1128	10.32059453
1130	9.379667743
1132	10.48706033
1134	9.639627772
1136	9.554967325
1138	10.18781042
1140	10.53467841
1142	10.69049191
1144	9.790390646
1146	9.657293823
1148	9.283298657
1150	10.78721022
1152	9.738390289
1154	9.459737104
1156	11.11397172
1158	10.49742795
1160	9.49193388
1162	9.842196272
1164	9.901906284
1166	10.59370708
1168	9.09705292
1170	8.474031634
1172	9.507880992
1174	9.225674318
1176	9.578328706
1178	9.393417962
1180	9.698044605
1182	11.32788003
1184	9.769146068
1186	10.96021387
1188	9.348326048
1190	8.964731038
1192	10.06016535
1194	9.923401035
1196	10.42909531
1198	9.599409135
1200	9.808508393
1202	10.71266386
1204	9.582414144
1206	8.897163982
1208	10.54999122
1210	9.515356607
1212	8.628108838
1214	10.18628419
1216	11.19801776
1218	10.00912812
1220	10.02047082
1222	9.730766493
1224	9.942727044
1226	8.797358235
1228	9.914927192
1230	10.68225075
1232	10.44203689
1234	8.786789278
1236	9.808220135
1238	9.920601123
1240	10.94569091
1242	10.65358838
1244	10.6656614
1246	10.27082886
1248	10.84261916
1250	10.03922526
1252	10.86720756
1254	11.95260342
1256	10.02224234
1258	10.23844095
1260	9.839900094
1262	10.56962314
1264	10.4788293
1266	9.564744029
1268	9.627082089
1270	9.947339632
1272	10.68126783
1274	10.12492493
1276	10.80896392
1278	10.35506003
1280	8.966841713
1282	10.69001448
1284	10.59818647
1286	9.517610844
1288	11.24729997
1290	10.4778153
1292	9.96763465
1294	11.07650884
1296	9.257736719
1298	10.26347339
1300	10.22266192
1302	8.711775736
1304	10.61377766
1306	10.57318354
1308	9.742284662
1310	11.33555726
1312	9.869974138
1314	11.46699097
1316	10.68614986
1318	10.85720345
1320	11.71819644
1322	10.82872336
1324	10.7878333
1326	9.256709806
1328	10.81229745
1330	10.55784078
1332	11.3708551
1334	9.940248477
1336	11.18253946
1338	8.837625314
1340	11.20789871
1342	10.36130822
1344	9.781646264
1346	9.146859042
1348	9.911598692
1350	8.790001647
1352	10.79821938
1354	10.05347104
1356	10.33551786
1358	9.155040346
1360	9.979182938
1362	9.936177665
1364	9.403692617
1366	10.72084916
1368	10.67849696
1370	9.926733926
1372	10.92121451
1374	11.48047698
1376	11.43873558
1378	11.06800921
1380	10.53182014
1382	12.41163798
1384	10.22572755
1386	10.34743162
1388	10.13867709
1390	9.819076869
1392	10.21691397
1394	10.22849213
1396	9.188084987
1398	10.69515806
1400	10.42979371
1402	10.33049494
1404	10.00847433
1406	10.35392196
1408	11.25764885
1410	10.15415908
1412	11.45081222
1414	10.06531277
1416	10.13271915
1418	11.20944618
1420	10.04344386
1422	10.95389622
1424	10.51625826
1426	11.03505804
1428	9.412483624
1430	8.745848714
1432	11.58124058
1434	9.501090678
1436	9.908309873
1438	10.54326088
1440	10.44167442
1442	11.53333993
1444	11.71710978
1446	11.50253068
1448	11.28745349
1450	10.15844029
1452	9.484132611
1454	11.61198234
1456	10.65128154
1458	9.975178322
1460	9.929071096
1462	11.0324121
1464	10.29684075
1466	10.59655204
1468	11.99280371
1470	10.21640981
1472	9.881169268
1474	9.834499157
1476	10.48292256
1478	10.5528035
1480	10.39056178
1482	11.27434528
1484	10.93791741
1486	10.89204669
1488	10.90438994
1490	11.90954313
1492	10.57833729
1494	10.53179599
1496	11.42268361
1498	10.49701796
1500	11.62478233
1502	12.51995727
1504	11.65114448
1506	10.89825195
1508	10.37964805
1510	10.45047154
1512	11.29012654
1514	11.00693388
1516	13.27159174
1518	10.37926553
1520	10.68801036
1522	10.64065811
1524	11.06944261
1526	11.20118836
1528	10.73654089
1530	9.912447539
1532	12.55504805
1534	9.455998752
1536	12.52357575
1538	10.07746214
1540	12.07134392
1542	11.36328422
1544	11.43637341
1546	10.72598606
1548	12.48826534
1550	10.81072441
1552	12.69805401
1554	8.77661306
1556	11.87809411
1558	11.58809451
1560	11.05439283
1562	11.12774734
1564	12.60193253
1566	11.7016792
1568	10.61632041
1570	11.91153342
1572	10.82390915
1574	11.08114027
1576	10.90976546
1578	9.878701887
1580	12.40935757
1582	11.80818695
1584	12.49909321
1586	11.95828895
1588	12.34223689
1590	10.87300706
1592	11.81337453
1594	10.64991351
1596	12.39827869
1598	10.54990989
1600	12.11562604
1602	10.82270851
1604	11.89392642
1606	11.78267775
1608	11.54629573
1610	11.80939797
1612	10.94674343
1614	11.20972419
1616	12.28862055
1618	10.67007669
1620	12.37934962
1622	12.70804545
1624	11.77739255
1626	13.1153285
1628	11.61466748
1630	11.50139877
1632	10.81829115
1634	11.1473339
1636	12.55545937
1638	13.58581122
1640	12.13889265
1642	11.45253136
1644	11.59294605
1646	9.564902646
1648	12.25787618
1650	11.0569955
1652	13.05381059
1654	11.53062277
1656	10.96632756
1658	10.9145321
1660	11.18408489
1662	10.6174444
1664	13.33616942
1666	11.86731535
1668	12.52668294
1670	12.28221538
1672	11.90770646
1674	11.46753228
1676	10.1829264
1678	11.94823505
1680	11.24644643
1682	13.27747501
1684	11.98890158
1686	11.74147964
1688	10.31768097
1690	10.72174379
1692	11.71596892
1694	12.31918403
1696	10.21691397
1698	10.22849213
1700	9.188084987
1702	10.69515806
1704	10.42979371
1706	10.33049494
1708	10.00847433
1710	10.35392196
1712	11.25764885
1714	10.15415908
1716	11.45081222
1718	10.06531277
1720	10.13271915
1722	11.20944618
1724	10.04344386
1726	10.95389622
1728	10.51625826
1730	11.03505804
1732	9.412483624
1734	8.745848714
1736	11.58124058
1738	9.501090678
1740	9.908309873
1742	10.54326088
1744	10.44167442
1746	11.53333993
1748	11.71710978
1750	11.50253068
1752	11.28745349
1754	10.15844029
1756	9.484132611
1758	11.61198234
1760	10.65128154
1762	9.975178322
1764	9.929071096
1766	11.0324121
1768	10.29684075
1770	10.59655204
1772	11.99280371
1774	10.21640981
1776	9.881169268
1778	9.834499157
1780	10.48292256
1782	10.5528035
1784	10.39056178
1786	11.27434528
1788	10.93791741
1790	10.89204669
1792	10.90438994
1794	11.90954313
1796	10.57833729
1798	10.53179599
1800	11.42268361
1802	10.49701796
1804	11.62478233
1806	12.51995727
1808	11.65114448
1810	10.89825195
1812	10.37964805
1814	10.45047154
1816	11.29012654
1818	11.00693388
1820	13.27159174
1822	10.37926553
1824	10.68801036
1826	10.64065811
1828	11.06944261
1830	11.20118836
1832	10.73654089
1834	9.912447539
1836	12.55504805
1838	9.455998752
1840	12.52357575
1842	10.07746214
1844	12.07134392
1846	11.36328422
1848	11.43637341
1850	10.72598606
1852	12.48826534
1854	10.81072441
1856	12.69805401
1858	8.77661306
1860	11.87809411
1862	11.58809451
1864	11.05439283
1866	11.12774734
1868	12.60193253
1870	11.7016792
1872	10.61632041
1874	11.91153342
1876	10.82390915
1878	11.08114027
1880	10.90976546
1882	9.878701887
1884	12.40935757
1886	11.80818695
1888	12.49909321
1890	11.95828895
1892	12.34223689
1894	10.87300706
1896	11.81337453
1898	10.64991351
1900	12.39827869
1902	10.54990989
1904	12.11562604
1906	10.82270851
1908	11.89392642
1910	11.78267775
1912	11.54629573
1914	11.80939797
1916	10.94674343
1918	11.20972419
1920	12.28862055
1922	10.67007669
1924	12.37934962
1926	12.70804545
1928	11.77739255
1930	13.1153285
1932	11.61466748
1934	11.50139877
1936	10.81829115
1938	11.1473339
1940	12.55545937
1942	13.58581122
1944	12.13889265
1946	11.45253136
1948	11.59294605
1950	9.564902646
1952	12.25787618
1954	11.0569955
1956	13.05381059
1958	11.53062277
1960	10.96632756
1962	10.9145321
1964	11.18408489
1966	10.6174444
1968	13.33616942
1970	11.86731535
1972	12.52668294
1974	12.28221538
1976	11.90770646
1978	11.46753228
1980	10.1829264
1982	11.94823505
1984	11.24644643
1986	13.27747501
1988	11.98890158
1990	11.74147964
1992	10.31768097
1994	10.72174379
1996	11.71596892
1998	12.31918403
3447	11.01593908
3449	15.47606355
3451	15.13737235
3453	17.11603936
3455	14.27911876
3457	14.6527356
3459	13.23799485
3461	15.40246378
3463	13.98530605
3465	15.97599273
3467	18.51048902
3469	13.67303857
3471	15.12964937
3473	18.21277472
3475	16.0667209
3477	16.80796738
3479	18.45573443
3481	14.30975363
3483	15.59555613
3485	17.97378936
3487	18.72132933
3489	15.10267233
3491	14.93759422
3493	15.31932159
3495	14.60625866
3497	12.97753458
3499	13.54128222
3501	11.90765579
3503	17.24071652
3505	15.607424
3507	16.36052798
3509	15.82687943
3511	13.81787912
3513	14.75590665
3515	17.17358243
3517	15.52894966
3519	11.65947012
3521	17.23203374
3523	17.06603031
3525	16.15667204
3527	15.80308582
3529	17.68260608
3531	13.04346716
3533	13.43138962
3535	13.44661055
3537	14.39682885
3539	15.5364137
3541	15.5540201
3543	14.82109899
3545	15.21359244
3547	16.17115339
3549	15.05981797
3551	16.96180003
3553	19.05685716
3555	17.37811144
3557	14.37168594
3559	17.60687329
3561	12.50875265
3563	17.45701938
3565	17.66679932
3567	15.21411288
3569	15.61219408
3571	15.82052321
3573	13.92995374
3575	14.32786628
3577	16.44823047
3579	19.33952071
3581	14.76006199
3583	16.504213
3585	16.33075983
3587	11.54013951
3589	18.10114767
3591	15.03668964
3593	17.75612854
3595	14.49106519
3597	14.12056984
3599	18.39763676
3601	15.70378685
3603	18.0510961
3605	13.21301368
3607	17.89746138
3609	18.11253408
3611	15.98797285
3613	16.59176925
3615	17.97872751
3617	14.67273183
3619	18.99899038
3621	15.88265794
3623	17.27500514
3625	17.29458178
3627	12.39482171
3629	15.75777466
3631	18.93130335
3633	16.97820593
3635	14.82306086
3637	16.81880936
3639	19.80979238
3641	19.03881483
3643	14.69180255
3645	16.49758475
3647	14.92413491
3649	16.93349183
3651	17.55110613
3653	14.17616512
3655	15.3917396
3657	16.20977572
3659	16.0277689
3661	11.4322535
3663	12.65010433
3665	14.47387997
3667	17.30827318
3669	16.52182035
3671	16.54054345
3673	15.54943521
3675	19.8133659
3677	16.39441018
3679	13.57583401
3681	15.41715437
3683	17.66893433
3685	18.50237596
3687	20.35565219
3689	22.21316447
3691	18.56534989
3693	22.87641991
3695	18.81196289
3697	19.0380251
3699	17.21484348
3701	20.31246305
3703	20.13003671
3705	19.33014438
3707	16.26351792
3709	22.46617942
3711	17.7449623
3713	24.17010834
3715	22.12893825
3717	19.04779828
3719	20.10594437
3721	21.37403593
3723	20.77489536
3725	20.59041677
3727	23.52941915
3729	20.01163575
3731	20.03431364
3733	19.84805425
3735	20.49814836
3737	23.24414489
3739	19.70593483
3741	18.46881585
3743	19.1201808
3745	25.03290926
3747	21.69106937
3749	23.40263981
3751	21.106934
3753	20.07412985
3755	22.42432941
3757	17.78965687
3759	17.80981674
3761	23.77453045
3763	19.97558888
3765	23.40285307
3767	20.87299156
3769	22.38954513
3771	23.05546843
3773	16.4554049
3775	19.46982553
3777	18.20651333
3779	23.37464322
3781	16.10071136
3783	20.20311714
3785	19.7956001
3787	17.01726083
3789	21.78176208
3791	17.0558518
3793	21.39878059
3795	22.07233234
3797	21.23063009
3799	18.43475853
3801	20.62727349
3803	19.78100565
3805	20.67405108
3807	20.69747964
3809	20.93908753
3811	21.18121723
3813	18.36285419
3815	22.32374317
3817	18.84276675
3819	21.05800128
3821	16.68920912
3823	22.64500225
3825	17.16730361
3827	18.94977542
3829	20.07441023
3831	18.55099026
3833	21.00447796
3835	19.25720114
3837	19.94392567
3839	21.07596794
3841	20.8777107
3843	20.45658643
3845	19.14392478
3847	20.280082
3849	19.85677145
3851	22.78352096
3853	21.24372559
3855	13.20756739
3857	21.29190114
3859	23.11139667
3861	17.52087985
3863	20.23974679
3865	20.0375062
3867	20.73651232
3869	19.63157353
3871	17.39444786
3873	21.48569833
3875	17.20744902
3877	19.72071366
3879	19.28912895
3881	21.12879699
3883	19.78783427
3885	19.35478064
3887	20.06070648
3889	19.62692753
3891	19.87768393
3893	21.73042721
3895	20.60986468
3897	19.48675514
3899	21.1157144
3901	20.22038299
3903	19.32300847
3905	20.49657289
3907	22.8258066
3909	17.08028057
3911	20.33521519
3913	17.3503837
3915	21.07626232
3917	22.02778421
3919	15.08790704
3921	19.52098177
3923	22.33545787
3925	20.73003532
3927	22.61933854
3929	21.01053371
3931	20.80059123
3933	22.9303488
3935	20.61348025
3937	22.51324064
3939	22.30393461
3941	21.38887899
3943	18.11833539
3945	20.73054486
3947	20.28228178
3949	22.19444786
3951	20.56468933
3953	22.48146646
3955	17.76799995
3957	18.02534284
3959	22.32049084
3961	18.54171346
3963	19.7528216
3965	19.29862575
3967	19.32049562
3969	19.8200515
3971	22.71179965
3973	18.42877555
3975	19.64786631
3977	15.59170082
3979	22.81492602
3981	16.58884353
3983	20.45927917
3985	18.07243746
3987	21.95337228
3989	22.46136992
3991	21.51949382
3993	19.60706963
3995	18.41743883
3997	19.16624162
3999	20.6454979
4001	22.61452733
4003	20.93579351
4005	23.15333166
4007	20.49521395
4009	23.69446695
4011	19.56337544
4013	21.78927206
4015	20.34314045
4017	19.13914265
4019	20.14358354
4021	23.61005151
4023	22.89803341
4025	22.18437921
4027	21.22227682
4029	18.5284065
4031	18.0546878
4033	20.55156548
4035	21.56656975
4037	19.85355199
4039	21.86397054
4041	20.64488297
4043	22.90978813
4045	21.43970902
4047	20.71514906
4049	19.98892746
4051	18.51051129
4053	20.28472216
4055	18.30174635
4057	22.84109972
4059	19.85112893
4061	22.89289772
4063	22.66694458
4065	19.91869343
4067	18.17408945
4069	21.48033889
4071	16.44416438
4073	22.03569623
4075	22.56789086
4077	24.11688095
4079	21.60232642
4081	19.08213334
4083	18.33950857
4085	16.83008554
4087	20.67907021
4089	19.68001691
4091	20.98187913
4093	22.03048127
4095	19.23402073
4097	24.13478294
4099	21.33422734
4101	24.18951469
4103	17.00251768
4105	21.40683965
4107	20.13988739
4109	19.90417851
4111	19.15026496
4113	26.16841512
4115	25.16034165
4117	19.73485137
4119	21.05722187
4121	18.73843844
4123	22.92914997
4125	21.38978037
4127	20.89165166
4129	27.19109913
4131	20.4154796
4133	20.96275764
4135	20.19941007
4137	17.59571131
4139	22.61190768
4141	22.63753228
4143	17.91914801
4145	19.7864124
4147	19.80883506
4149	21.41801701
4151	18.00051261
4153	19.61120357
4155	18.83737622
4157	18.06177843
4159	23.13543007
4161	25.55809441
4163	19.9891335
4165	22.41356317
4167	23.50765425
4169	15.77785101
4171	19.54436292
4173	19.83458137
4175	21.7357028
4177	20.1482403
4179	22.32297546
4181	20.73251102
4183	22.64320066
4185	18.35045417
4187	18.91164847
4189	17.85106106
4191	23.28767114
4193	18.7048958
4195	19.81180604
4197	20.64947541
4199	17.9524378
4201	20.15159126
4203	21.81042764
4205	22.38110313
4207	20.49346093
4209	22.97905915
4211	23.00509983
4213	20.28899898
4215	21.41009075
4217	20.60984395
4219	20.35805379
4221	17.90204895
4223	25.09244456
4225	26.77749108
4227	22.38528063
4229	20.47366783
4231	22.43604495
4233	19.41076293
4235	18.32218459
4237	22.23443639
4239	18.08546386
4241	20.33467737
4243	20.9155424
4245	25.12777177
4247	21.5220638
4249	19.30758286
4251	24.65291145
4253	23.27831859
4255	17.68847184
4257	21.64428829
4259	19.69867584
4261	20.84806335
4263	23.12842087
4265	20.04812497
4267	25.16004215
4269	19.52750232
4271	21.24982895
4273	22.69237483
4275	22.71809063
4277	18.47886763
4279	20.49235372
4281	19.37568267
4283	19.96823055
4285	17.99154671
4287	26.01855083
4289	18.03234712
4291	25.50432966
4293	20.08163077
4295	20.67887349
4297	19.55203859
4299	26.48387899
4301	19.01994531
4303	19.04149938
4305	17.61874679
4307	19.37387751
4309	17.94822099
4311	23.18599037
4313	17.69874738
4315	23.81962048
4317	24.42832635
4319	22.7089064
4321	23.31766435
4323	17.79925913
4325	22.78619751
4327	16.08473276
4329	17.5670241
4331	19.63898772
4333	18.48730468
4335	18.50825514
4337	20.58829192
4339	22.08408079
4341	21.51945361
4343	19.18259528
4345	23.63674095
4347	19.2260967
4349	22.50566412
4351	25.49625452
4353	23.74406715
4355	17.82758948
4357	21.41781326
4359	21.1442399
4361	22.36093695
4363	25.07303646
4365	19.12422611
4367	26.62596264
4369	26.05702804
4371	20.68866803
4373	21.61275649
4375	20.13448095
4377	22.26356483
4379	21.38507946
4381	28.04429583
4383	25.35862625
4385	20.24882531
4387	20.57437277
4389	27.86866425
4391	25.7770765
4393	26.10993835
4395	18.84396151
4397	22.51715386
4399	18.88669499
4401	21.65317262
4403	21.37235243
4405	18.33958914
4407	24.17531657
4409	25.73476169
4411	23.3098825
4413	18.42286282
4415	26.74472269
4417	25.54381099
4419	21.87501955
4421	21.59132222
4423	22.23346429
4425	17.00262297
4427	22.59342337
4429	22.3091372
4431	18.61161371
4433	21.4279578
4435	21.76318192
4437	22.41043522
4439	24.92906053
4441	22.77325945
4443	23.11142448
4445	24.07575655
4447	24.41611047
4449	21.93640955
4451	23.84392055
4453	21.04377852
4455	21.06762607
4457	22.03601514
4459	17.33316491
4461	18.6149638
4463	21.79510515
4465	21.81980413
4467	22.79441637
4469	21.23531731
4471	19.03801267
4473	25.09598114
4475	22.26178447
4477	23.56072545
4479	17.21182606
4481	23.93330866
4483	24.27994682
4485	25.26710317
4487	24.9754926
4489	19.23306606
4491	22.14344948
4493	23.77517329
4495	27.34080972
4497	22.86292196
4499	17.73027414
4501	22.91476945
4503	26.49546043
4505	21.99619037
4507	23.96441571
4509	23.34306813
4511	19.14957646
4513	17.87140118
4515	23.09716334
4517	19.54046212
4519	21.51909899
4521	21.21703056
4523	27.45094239
4525	20.28356783
4527	20.63411607
4529	18.03406525
4531	19.03939588
4533	18.07496208
4535	19.41161735
4537	21.41014628
4539	22.0940088
4541	20.13801896
4543	22.47466217
4545	22.16920707
4547	22.85692956
4549	17.24450519
4551	21.91261198
4553	22.93472448
4555	22.96071491
4557	25.65223273
4559	22.34566653
4561	19.36561753
4563	29.08286256
4565	23.42580546
4567	26.80317075
4569	18.78267038
4571	16.45325389
4573	28.91178885
4575	21.20269016
4577	26.28140757
4579	20.23872185
4581	24.65225943
4583	21.63708192
4585	21.66160182
4587	21.00838173
4589	18.31809462
4591	21.39567536
4593	21.7599596
4595	25.5293554
4597	29.30741489
4599	25.24604095
4601	22.54193149
4603	25.98725907
4605	24.98959849
4607	25.70343248
4609	19.89923809
4611	20.60882099
4613	22.0078124
4615	27.54173346
4617	20.67896434
4619	20.70239846
4621	17.27123852
4623	24.20800641
4625	17.65664532
4627	21.83633875
4629	23.24925716
4631	20.84356197
4633	22.25848833
4635	17.75691798
4637	16.38264513
4639	22.68325983
4641	21.66074228
4643	16.78818792
4645	24.51148907
4647	23.83805867
4649	24.91807816
4651	21.43236489
4653	23.56739767
4655	19.36787701
4657	24.32603007
4659	20.11775458
4661	24.02780163
